"sample_id","celltype_id","n_cells","n_PLA","n_platelet_free","freq_PLA","ci_lower","ci_upper","ci_width","enough_negative_control"
"GSM8571042_Abd-S111","CD4 T cells",1709,187,1522,0.109420713867759,0.0954873101310082,0.125106053530823,0.0296187433998145,TRUE
"GSM8571049_Abd-S66","CD8 T cells",423,46,377,0.108747044917258,0.0825249347771961,0.142011498692719,0.0594865639155224,TRUE
"GSM8571056_HC01","CD4 T cells",2206,234,1972,0.106074342701723,0.0939021013730958,0.119616138560957,0.0257140371878612,TRUE
"GSM8571069_Res-S164","CD4 T cells",1739,180,1559,0.103507763082231,0.0900535983321536,0.118709773103186,0.0286561747710325,TRUE
"GSM8571060_IC09","CD8 T cells",1751,181,1570,0.103369503141062,0.089967309712112,0.118508195001887,0.0285408852897748,TRUE
"GSM8571052_Abd-S80","CD8 T cells",639,64,575,0.100156494522692,0.0792161692876144,0.125875548136088,0.0466593788484732,TRUE
"GSM8571073_Res-S19","CD4 T cells",967,95,872,0.0982419855222337,0.0810416504773096,0.118621700381396,0.0375800499040866,TRUE
"GSM8571057_HC05","CD4 T cells",2288,221,2067,0.0965909090909091,0.0851542994741854,0.109379863045987,0.0242255635718016,TRUE
"GSM8571078_Uri-S134","CD4 T cells",1064,102,962,0.0958646616541353,0.0796007849923765,0.115036215756996,0.0354354307646192,TRUE
"GSM8571049_Abd-S66","NK cells",428,41,387,0.0957943925233645,0.0714000172524802,0.127380014324656,0.0559799970721757,TRUE
"GSM8571079_Uri-S157","CD8 T cells",544,52,492,0.0955882352941176,0.0736401857307246,0.123207747342537,0.0495675616118126,TRUE
"GSM8571051_Abd-S75","B cells",105,10,95,0.0952380952380952,0.0525563098634332,0.166491276222037,0.113934966358603,TRUE
"GSM8571080_Uri-S85","NK cells",106,10,96,0.0943396226415094,0.0520525026532851,0.165000867510098,0.112948364856813,TRUE
"GSM8571052_Abd-S80","CD4 T cells",1043,97,946,0.0930009587727709,0.0768375907222903,0.11215135039547,0.0353137596731795,TRUE
"GSM8571049_Abd-S66","CD4 T cells",472,42,430,0.0889830508474576,0.0665049288980098,0.118097436432655,0.0515925075346448,TRUE
"GSM8571048_Abd-S55","CD4 T cells",347,30,317,0.0864553314121038,0.0612296004269216,0.120737089129348,0.0595074887024268,TRUE
"GSM8571062_IC19","CD4 T cells",1472,121,1351,0.0822010869565217,0.069233128156366,0.0973440182921012,0.0281108901357352,TRUE
"GSM8571064_Res-S10","CD8 T cells",664,53,611,0.0798192771084337,0.061540308105822,0.102932048873419,0.0413917407675967,TRUE
"GSM8571067_Res-S146","CD4 T cells",1403,111,1292,0.0791161796151105,0.0661140893328989,0.0944167632409292,0.0283026739080303,TRUE
"GSM8571065_Res-S100","CD4 T cells",1317,97,1220,0.0736522399392559,0.0607512475949315,0.0890331625623146,0.028281914967383,TRUE
"GSM8571071_Res-S170","B cells",169,12,157,0.0710059171597633,0.0410818559455985,0.119999050282906,0.0789171943373073,TRUE
"GSM8571064_Res-S10","CD4 T cells",3132,214,2918,0.0683269476372925,0.0600091605258695,0.0777023483279927,0.0176931878021231,TRUE
"GSM8571046_Abd-S49","CD4 T cells",926,63,863,0.0680345572354212,0.0535362125501642,0.0861020640495589,0.0325658514993947,TRUE
"GSM8571045_Abd-S45","NK cells",90,6,84,0.0666666666666667,0.0309099277458279,0.137900947743255,0.106991019997427,TRUE
"GSM8571079_Uri-S157","CD4 T cells",1412,84,1328,0.0594900849858357,0.0483064759171276,0.0730640756726154,0.0247575997554878,TRUE
"GSM8571061_IC10","CD4 T cells",2914,170,2744,0.0583390528483185,0.0503962524549326,0.0674447830068312,0.0170485305518986,TRUE
"GSM8571063_IC23","CD4 T cells",3040,177,2863,0.0582236842105263,0.0504437599269484,0.0671186899121232,0.0166749299851748,TRUE
"GSM8571044_Abd-S42","B cells",298,15,283,0.0503355704697987,0.0307381337674813,0.0813785348734469,0.0506404011059656,TRUE
"GSM8571060_IC09","CD4 T cells",1100,54,1046,0.0490909090909091,0.0378181444862627,0.0635020749410649,0.0256839304548022,TRUE
"GSM8571055_Abd-S91","CD4 T cells",1019,50,969,0.0490677134445535,0.0374155518947629,0.0641069841006203,0.0266914322058574,TRUE
"GSM8571061_IC10","NK cells",409,19,390,0.0464547677261614,0.0299388248127206,0.0714111194012562,0.0414722945885356,TRUE
"GSM8571068_Res-S149","B cells",457,21,436,0.0459518599562363,0.0302490906485975,0.0692242921021726,0.0389752014535751,TRUE
"GSM8571080_Uri-S85","CD4 T cells",868,39,829,0.0449308755760369,0.033040031080415,0.0608319200555149,0.0277918889750999,TRUE
"GSM8571074_Res-S22","B cells",380,16,364,0.0421052631578947,0.0260809499223706,0.067294734222882,0.0412137843005114,TRUE
"GSM8571081_Uri-S88","B cells",682,27,655,0.0395894428152493,0.0273488143647927,0.0569876719714995,0.0296388576067068,TRUE
"GSM8571050_Abd-S67","B cells",204,8,196,0.0392156862745098,0.020002853883823,0.0754615396653555,0.0554586857815325,TRUE
"GSM8571072_Res-S183","B cells",159,6,153,0.0377358490566038,0.0174074302773911,0.0798740540289935,0.0624666237516024,TRUE
"GSM8571060_IC09","B cells",451,17,434,0.0376940133037694,0.0236653664035607,0.0595316643130518,0.0358662979094911,TRUE
"GSM8571048_Abd-S55","B cells",192,7,185,0.0364583333333333,0.0177706465765727,0.0733308950894806,0.0555602485129078,TRUE
"GSM8571042_Abd-S111","B cells",779,28,751,0.0359435173299101,0.0249834845347286,0.0514578665797638,0.0264743820450352,TRUE
