"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode","Filter_Mode","GT_Source"
"Late-NK-cells","ILC",0,2,1,87,-0.55830936036934,90,0.966666666666667,0.488764039452089,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","MAIT",0,0,0,9,-0.725199111892259,9,1,0.499999944444451,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","NK Proliferating",0,7,6,361,-0.818450910558234,377,0.957559681697613,0.490489129101932,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","NK_1",0,29,23,2205,-0.880123081397243,2332,0.945540308747856,0.493509399958143,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","NK_2",1,104,79,7651,-0.853458577398829,7882,0.970819588936818,0.499544648472063,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","NK_3",0,40,7,1596,-0.78529641877184,1645,0.970212765957447,0.487775060826543,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","NK_4",1,27,8,1119,-0.753121807564993,1156,0.968858131487889,0.543775444244654,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","NK_CD56bright",0,35,8,600,-0.508424753541521,643,0.933125972006221,0.472440944137888,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","Plasma",0,0,1,14,-0.828539615689049,15,0.933333333333333,0.499999964285717,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","Plasmablast",0,0,0,2,-0.813523409633658,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","Platelet",8,1,12,5,0.631586994196778,26,0.5,0.616666587222234,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","Treg Memory",0,0,0,4,-0.663292213692752,4,1,0.499999875000031,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","Treg Naive",0,0,0,11,-0.359605598762886,11,1,0.499999954545459,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","cDC1",7,1,4,2,2.09731341848332,14,0.642857142857143,0.65151501147846,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","cDC2_1",2,1,1,0,1.14356112543084,4,0.5,0.333333222222259,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","cDC2_2",51,117,1,1,1.65173532948332,171,0.304093567251462,0.494621894053826,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","dnT_1",0,0,0,5,-0.446082654830747,5,1,0.49999990000002,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","dnT_2",0,0,0,6,-0.783288200387689,6,1,0.499999916666681,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","gdT_1",0,1,0,0,-0.077231538133132,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","gdT_2",0,1,0,6,-0.504093170410164,7,0.857142857142857,0.428571367346948,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","gdT_3",0,0,0,84,-0.643430604657373,84,1,0.499999994047619,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","gdT_4",0,0,0,12,-0.634554937831683,12,1,0.499999958333337,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Late-NK-cells","pDC",323,208,124,82,2.86514092970313,738,0.548780487804878,0.502676848198929,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","ASDC_mDC",3,1,0,0,2.04550138417223,4,0.75,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","CD14 Mono",259,1,10,0,1.30694904157395,270,0.959259259259259,0.481412637615566,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","CD16 Mono",56,4,2,1,0.84491600657862,63,0.904761904761905,0.582758592366235,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","CD4 TEM_1",0,0,1,0,-0.568645868896112,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","Doublet",3,0,0,0,0.844481441288934,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","Eryth",0,0,1,0,2.06347658479103,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","HSPC",0,0,42,0,-0.51341657117068,42,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","ILC",0,0,1,0,-1.0808008157577,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","NK Proliferating",0,0,2,0,-0.747015167344127,2,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","NK_2",0,0,3,0,-0.860581563048496,3,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","NK_4",0,0,2,0,-0.973087882818936,2,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","NK_CD56bright",2,0,4,0,-0.471072792716668,6,0.333333333333333,0.166666638888894,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","Platelet",17,0,27,0,1.60619628009821,44,0.386363636363636,0.193181813791322,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","cDC1",12,0,6,0,2.18707529331939,18,0.666666666666667,0.333333314814816,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","cDC2_1",366,0,1,0,1.8946174522206,367,0.997275204359673,0.498637600821151,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","cDC2_2",1157,1,10,0,1.81859738669831,1168,0.990582191780822,0.49571550942955,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","dnT_2",0,0,1,0,-0.313121478561282,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Monocytes","pDC",5,0,1,0,2.91310440070594,6,0.833333333333333,0.416666597222234,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"NK-cells","NK_1",0,0,0,1,-0.929532589011863,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","B intermediate kappa",0,9,0,292,1.3821706963143,302,0.966887417218543,0.485049832275582,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","B intermediate lambda",0,27,0,395,1.39300911997911,423,0.933806146572104,0.468009477563959,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","B memory kappa",0,2,0,334,1.24460842525894,338,0.988165680473373,0.497023808044572,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","B memory lambda",0,2,0,209,1.21942873379002,212,0.985849056603774,0.495260661159902,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","B naive kappa",0,72,0,3073,1.39275854453756,3159,0.972776194998417,0.488553258986152,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","B naive lambda",0,54,0,1931,1.39651318109638,1998,0.966466466466467,0.486397984641613,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","CD14 Mono",0,2,0,0,0.525490765692369,2,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","Doublet",0,1,0,0,1.90114669612593,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","Eryth",0,0,0,1,1.22693840214724,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
