"contrast","group","sender","receiver","ligand","receptor","lr_interaction","id","scaled_lfc_ligand","scaled_p_val_ligand_adapted","scaled_lfc_receptor","scaled_p_val_receptor_adapted","max_scaled_activity","scaled_pb_ligand","scaled_pb_receptor","fraction_expressing_ligand_receptor","prioritization_score","top_group"
"PLA-platelet.free","PLA","CD8.T.cells","B.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_CD8.T.cells_B.cells",0.621367061356297,0.728740581270183,0.997652582159624,0.997065727699531,0.384473204871588,0.848630811597462,0.826046703109827,0.925,0.776093949303616,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","NK.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_CD8.T.cells_NK.cells",0.578040904198062,0.71259418729817,0.508802816901408,0.511150234741784,1.001,0.93781991558397,0.58691000361441,0.975,0.776003998461349,"PLA"
"PLA-platelet.free","PLA","B.cells","B.cells","ANXA1","FPR2","ANXA1_FPR2","ANXA1_FPR2_B.cells_B.cells",0.97524219590958,0.998923573735199,0.98650234741784,0.957159624413146,0.630953223232386,0.751789554022726,0.662467285418809,0.65,0.7756873222353,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","CD8.T.cells","CALR","TAP1","CALR_TAP1","CALR_TAP1_CD8.T.cells_CD8.T.cells",0.621367061356297,0.728740581270183,0.582746478873239,0.714201877934272,0.4786971794722,0.848630811597462,1.001,1,0.775309331797776,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","Monocytes","THBS1","ITGA2B","THBS1_ITGA2B","THBS1_ITGA2B_CD4.T.cells_Monocytes",0.992195909580194,0.988697524219591,0.974178403755869,1,0.73309421762441,0.830223292197377,0.785517380390592,0.325,0.775228468165034,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","Monocytes","TGFB1","ENG","TGFB1_ENG","TGFB1_ENG_CD4.T.cells_Monocytes",0.814854682454252,0.843379978471475,0.262030516431925,0.28462441314554,0.812436140885924,0.909527605780573,1.001,0.825,0.775068090319682,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","S100A8","ITGB2","S100A8_ITGB2","S100A8_ITGB2_CD4.T.cells_B.cells",0.994079655543595,0.968783638320775,0.947183098591549,0.971244131455399,0.584348059271885,0.573928294487789,0.574712225021474,0.975,0.774772306789468,"PLA"
"PLA-platelet.free","PLA","B.cells","Monocytes","S100A12","CD36","S100A12_CD36","S100A12_CD36_B.cells_Monocytes",0.998385360602799,0.996770721205597,0.812793427230047,0.898474178403756,0.0241586879747392,0.816871533599869,1.001,0.95,0.774207010882618,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","B.cells","CALR","ITGA2B","CALR_ITGA2B","CALR_ITGA2B_CD8.T.cells_B.cells",0.621367061356297,0.728740581270183,0.999413145539906,0.979460093896714,0.384473204871588,0.848630811597462,0.996486844868317,0.75,0.774013550394819,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","S100A12","TLR4","S100A12_TLR4","S100A12_TLR4_Monocytes_Monocytes",0.908234660925727,0.943487621097955,0.651701877934272,0.730633802816901,0.0241586879747392,1.001,1.001,1,0.773864611560361,"PLA"
"PLA-platelet.free","PLA","NK.cells","Monocytes","S100A8","ITGB2","S100A8_ITGB2","S100A8_ITGB2_NK.cells_Monocytes",0.852798708288482,0.647470398277718,0.618544600938967,0.734154929577465,0.586890145424746,0.703428753356258,1.001,0.925,0.773800536220387,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD8.T.cells","PF4V1","CXCR3","PF4V1_CXCR3","PF4V1_CXCR3_Monocytes_CD8.T.cells",0.969321851453176,0.981700753498385,0.856807511737089,0.925469483568075,0.522728514767227,0.776314611870092,1.001,0.475,0.77361548779428,"PLA"
"PLA-platelet.free","PLA","B.cells","NK.cells","TGFB1","TGFBR1","TGFB1_TGFBR1","TGFB1_TGFBR1_B.cells_NK.cells",0.793595263724435,0.782023681377826,0.658157276995305,0.636737089201878,1.001,0.329061276456805,1.001,0.875,0.773552988684421,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","THBS1","CD47","THBS1_CD47","THBS1_CD47_Monocytes_CD4.T.cells",0.878363832077503,0.885898815931109,0.599178403755869,0.677816901408451,0.559575154348031,1.001,0.856279604899693,0.7,0.772913955972365,"PLA"
"PLA-platelet.free","PLA","B.cells","Monocytes","TGFB1","APP","TGFB1_APP","TGFB1_APP_B.cells_Monocytes",0.793595263724435,0.782023681377826,0.710680751173709,0.747652582159624,0.812436140885924,0.329061276456805,1.001,0.975,0.772412259426754,"PLA"
"PLA-platelet.free","PLA","NK.cells","Monocytes","S100A9","ALCAM","S100A9_ALCAM","S100A9_ALCAM_NK.cells_Monocytes",0.845801937567277,0.63778256189451,0.843603286384977,0.820422535211268,0.57047660688332,0.713339457470615,1.001,0.775,0.772270204147158,"PLA"
"PLA-platelet.free","PLA","NK.cells","NK.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_NK.cells_NK.cells",0.547362755651238,0.568353067814855,0.508802816901408,0.511150234741784,1.001,1.001,0.58691000361441,0.975,0.771957406861509,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD8.T.cells","S100A8","CD69","S100A8_CD69","S100A8_CD69_Monocytes_CD8.T.cells",0.889128094725511,0.919268030139935,0.266138497652582,0.158450704225352,0.593296958584781,1.001,0.920919382442071,1,0.77195150073309,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","S100A8","AGER","S100A8_AGER","S100A8_AGER_Monocytes_Monocytes",0.889128094725511,0.919268030139935,0.487089201877934,0.488849765258216,0.586890145424746,1.001,1.001,0.65,0.771842948570924,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","Monocytes","FCN1","LRP1","FCN1_LRP1","FCN1_LRP1_CD4.T.cells_Monocytes",0.977664155005382,0.981162540365985,0.662558685446009,0.776408450704225,0.637085452704105,0.51884112094871,1.001,0.775,0.771803914902269,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","Monocytes","PSAP","LRP1","PSAP_LRP1","PSAP_LRP1_CD4.T.cells_Monocytes",0.898815931108719,0.925726587728741,0.662558685446009,0.776408450704225,0.757074816342815,0.240196484086363,1.001,1,0.771671021320504,"PLA"
"PLA-platelet.free","PLA","B.cells","B.cells","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_B.cells_B.cells",0.89989235737352,0.930839612486545,0.97593896713615,0.984741784037559,0.56164119078893,0.633561245163768,0.763851909111773,0.775,0.77162678426356,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","Monocytes","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_CD8.T.cells_Monocytes",0.578040904198062,0.71259418729817,0.400821596244131,0.335093896713615,0.812436140885924,0.93781991558397,0.860774195514942,1,0.770717590701971,"platelet.free"
"PLA-platelet.free","PLA","B.cells","CD8.T.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_B.cells_CD8.T.cells",0.960710441334769,0.905274488697524,0.856807511737089,0.925469483568075,0.637185532969834,0.336156370525216,1.001,0.825,0.770578811027296,"PLA"
"PLA-platelet.free","PLA","B.cells","CD8.T.cells","THBS1","ITGA4","THBS1_ITGA4","THBS1_ITGA4_B.cells_CD8.T.cells",0.982777179763186,0.956942949407966,0.677230046948357,0.855633802816901,0.385613535407701,0.796906087359072,1.001,0.7,0.769968602039163,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","S100A9","AGER","S100A9_AGER","S100A9_AGER_Monocytes_Monocytes",0.888589881593111,0.929494079655544,0.487089201877934,0.488849765258216,0.57047660688332,1.001,1.001,0.65,0.76991467851262,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","S100A8","CD68","S100A8_CD68","S100A8_CD68_Monocytes_Monocytes",0.889128094725511,0.919268030139935,0.221830985915493,0.11150234741784,0.586890145424746,1.001,0.960240592462082,1,0.769832577831036,"PLA"
"PLA-platelet.free","PLA","NK.cells","NK.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_NK.cells_NK.cells",0.845801937567277,0.63778256189451,0.713321596244131,0.835680751173709,0.429233546383061,0.713339457470615,0.983556819865605,0.975,0.769570541193182,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","S100A9","CD68","S100A9_CD68","S100A9_CD68_Monocytes_Monocytes",0.888589881593111,0.929494079655544,0.221830985915493,0.11150234741784,0.57047660688332,1.001,0.960240592462082,1,0.767904307772733,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","S100A9","CD68","S100A9_CD68","S100A9_CD68_CD4.T.cells_B.cells",0.990581270182992,0.964477933261572,0.956572769953052,0.955399061032864,0.477994360807601,0.571263558816232,0.699328094720268,0.925,0.76785025525989,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","TGFB1","TGFBR3","TGFB1_TGFBR3","TGFB1_TGFBR3_Monocytes_CD4.T.cells",0.690527448869752,0.727664155005382,0.877934272300469,0.89906103286385,0.83422249427167,0.751517294133454,0.698327325586128,0.725,0.767776761418496,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","PF4","LDLR","PF4_LDLR","PF4_LDLR_Monocytes_CD4.T.cells",0.966092572658773,0.977933261571582,0.855046948356808,0.825704225352113,0.879137516737744,0.78647445984923,0.574810850624967,0.55,0.767135221863597,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","S100A9","TLR4","S100A9_TLR4","S100A9_TLR4_CD4.T.cells_B.cells",0.990581270182992,0.964477933261572,0.972417840375587,0.977112676056338,0.477994360807601,0.571263558816232,0.74937292243795,0.85,0.766820950333338,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","NK.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_CD8.T.cells_NK.cells",0.578040904198062,0.71259418729817,0.459800469483568,0.453638497652582,1.001,0.93781991558397,0.559712250827463,1,0.766761532621271,"PLA"
"PLA-platelet.free","PLA","NK.cells","Monocytes","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_NK.cells_Monocytes",0.547362755651238,0.568353067814855,0.400821596244131,0.335093896713615,0.812436140885924,1.001,0.860774195514942,1,0.766670999102131,"platelet.free"
"PLA-platelet.free","PLA","Monocytes","NK.cells","S100A9","CD36","S100A9_CD36","S100A9_CD36_Monocytes_NK.cells",0.888589881593111,0.929494079655544,0.903755868544601,0.808098591549296,0.429233546383061,1.001,0.702246609100326,0.7,0.766241561025777,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","PSAP","LRP1","PSAP_LRP1","PSAP_LRP1_Monocytes_Monocytes",0.255920344456405,0.118945102260495,0.662558685446009,0.776408450704225,0.757074816342815,0.932148734087899,1.001,1,0.766189973644047,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","CD8.T.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_CD4.T.cells_CD8.T.cells",0.990581270182992,0.964477933261572,0.628227699530516,0.78169014084507,0.709354680677191,0.571263558816232,0.633428425460512,1,0.766089197810668,"PLA"
"PLA-platelet.free","PLA","B.cells","CD4.T.cells","S100A9","CD36","S100A9_CD36","S100A9_CD36_B.cells_CD4.T.cells",1,0.991926803013993,0.985328638497653,0.992370892018779,0.479016837491046,0.827273905831166,0.580070194434512,0.725,0.766029017420323,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","CD8.T.cells","TGFB1","TGFBR3","TGFB1_TGFBR3","TGFB1_TGFBR3_CD8.T.cells_CD8.T.cells",0.578040904198062,0.71259418729817,0.738556338028169,0.82981220657277,0.251899994757558,0.93781991558397,1.001,0.975,0.765870288065019,"PLA"
"PLA-platelet.free","PLA","Monocytes","NK.cells","S100A12","CD36","S100A12_CD36","S100A12_CD36_Monocytes_NK.cells",0.908234660925727,0.943487621097955,0.903755868544601,0.808098591549296,0.40761898995776,1.001,0.702246609100326,0.7,0.765442328352812,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_Monocytes_Monocytes",0.634015069967707,0.721743810548977,0.440140845070423,0.390258215962441,0.500524958270437,1.001,0.992675124317234,1,0.764546508893741,"PLA"
"PLA-platelet.free","PLA","NK.cells","B.cells","S100A8","TLR4","S100A8_TLR4","S100A8_TLR4_NK.cells_B.cells",0.852798708288482,0.647470398277718,0.972417840375587,0.977112676056338,0.584348059271885,0.703428753356258,0.74937292243795,0.825,0.764508257760859,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","Monocytes","THBS1","ITGB3","THBS1_ITGB3","THBS1_ITGB3_CD4.T.cells_Monocytes",0.992195909580194,0.988697524219591,0.964495305164319,0.994718309859155,0.73309421762441,0.830223292197377,0.802449572725013,0.25,0.764303434493072,"PLA"
"platelet.free-PLA","platelet.free","B.cells","B.cells","CALR","TAP1","CALR_TAP1","CALR_TAP1_B.cells_B.cells",0.778525296017223,0.686221743810549,0.862089201877934,0.838615023474178,0.49431111127566,0.894612782987146,0.612738467268968,1,0.764064665686953,"platelet.free"
"PLA-platelet.free","PLA","CD8.T.cells","CD4.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD8.T.cells_CD4.T.cells",0.958557588805167,0.971474703982777,0.860328638497653,0.907276995305164,0.879137516737744,0.441797573767672,0.885043376178805,0.525,0.763299571663267,"PLA"
"PLA-platelet.free","PLA","B.cells","CD8.T.cells","THBS1","ITGB1","THBS1_ITGB1","THBS1_ITGB1_B.cells_CD8.T.cells",0.982777179763186,0.956942949407966,0.798708920187793,0.912558685446009,0.385613535407701,0.796906087359072,0.868476454508291,0.7,0.762748324112924,"PLA"
"PLA-platelet.free","PLA","NK.cells","NK.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_NK.cells_NK.cells",0.547362755651238,0.568353067814855,0.459800469483568,0.453638497652582,1.001,1.001,0.559712250827463,1,0.762714941021431,"PLA"
"PLA-platelet.free","PLA","B.cells","B.cells","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_B.cells_B.cells",0.793595263724435,0.782023681377826,1,0.974765258215962,1.001,0.329061276456805,0.868935369449333,0.6,0.762364791260875,"PLA"
"PLA-platelet.free","PLA","NK.cells","CD8.T.cells","TGFB1","TGFBR3","TGFB1_TGFBR3","TGFB1_TGFBR3_NK.cells_CD8.T.cells",0.547362755651238,0.568353067814855,0.738556338028169,0.82981220657277,0.251899994757558,1.001,1.001,0.975,0.761823696465179,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD8.T.cells","THBS1","CD47","THBS1_CD47","THBS1_CD47_Monocytes_CD8.T.cells",0.878363832077503,0.885898815931109,0.616490610328638,0.738262910798122,0.385613535407701,1.001,0.922653473328722,0.7,0.761462515550685,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","ANXA1","FPR2","ANXA1_FPR2","ANXA1_FPR2_CD4.T.cells_B.cells",0.725780409041981,0.83692142088267,0.98650234741784,0.957159624413146,0.630953223232386,0.871020483324293,0.662467285418809,0.65,0.761270482142217,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","THBS1","CD36","THBS1_CD36","THBS1_CD36_Monocytes_CD4.T.cells",0.878363832077503,0.885898815931109,0.985328638497653,0.992370892018779,0.559575154348031,1.001,0.580070194434512,0.55,0.760271073007511,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_CD4.T.cells_B.cells",0.990581270182992,0.964477933261572,0.947183098591549,0.971244131455399,0.477994360807601,0.571263558816232,0.574712225021474,1,0.760118893565177,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","Monocytes","TGFB1","ITGAV","TGFB1_ITGAV","TGFB1_ITGAV_CD8.T.cells_Monocytes",0.578040904198062,0.71259418729817,0.34330985915493,0.382042253521127,0.812436140885924,0.93781991558397,1.001,0.8,0.759874943092673,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","CD8.T.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_CD8.T.cells_CD8.T.cells",0.578040904198062,0.71259418729817,0.798708920187793,0.912558685446009,0.251899994757558,0.93781991558397,0.868476454508291,1,0.759857952235806,"PLA"
"PLA-platelet.free","PLA","B.cells","Monocytes","THBS1","ITGB3","THBS1_ITGB3","THBS1_ITGB3_B.cells_Monocytes",0.982777179763186,0.956942949407966,0.964495305164319,0.994718309859155,0.73309421762441,0.796906087359072,0.802449572725013,0.275,0.759486124967635,"PLA"
"PLA-platelet.free","PLA","NK.cells","CD4.T.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_NK.cells_CD4.T.cells",0.335037674919268,0.413347685683531,0.860328638497653,0.907276995305164,0.666463652780874,0.847214758893711,0.885043376178805,0.9,0.7594528808427,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","NK.cells","TGFB1","APP","TGFB1_APP","TGFB1_APP_CD4.T.cells_NK.cells",0.814854682454252,0.843379978471475,0.793720657276995,0.705399061032864,1.001,0.909527605780573,0.492041193854694,0.575,0.759374331542177,"PLA"
"PLA-platelet.free","PLA","NK.cells","B.cells","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_NK.cells_B.cells",0.693487621097955,0.695371367061356,0.97593896713615,0.984741784037559,0.56164119078893,0.780079162874036,0.763851909111773,0.775,0.759223688740208,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_CD4.T.cells_B.cells",0.906620021528525,0.976856835306781,0.97593896713615,0.984741784037559,0.56164119078893,0.532445978186802,0.763851909111773,0.775,0.759169647015336,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","NK.cells","TGFB1","ENG","TGFB1_ENG","TGFB1_ENG_CD4.T.cells_NK.cells",0.814854682454252,0.843379978471475,0.547535211267606,0.534037558685446,1.001,0.909527605780573,0.67295471059077,0.6,0.758897671968455,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_CD8.T.cells_B.cells",0.422497308934338,0.28794402583423,0.840962441314554,0.810446009389671,0.503412204071633,0.866311262372825,1.001,1,0.758608059863476,"platelet.free"
"PLA-platelet.free","PLA","CD8.T.cells","CD8.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD8.T.cells_CD8.T.cells",0.958557588805167,0.971474703982777,0.856807511737089,0.925469483568075,0.672986420958094,0.441797573767672,1.001,0.575,0.757823106462053,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","CD4.T.cells","TGFB1","TGFBR1","TGFB1_TGFBR1","TGFB1_TGFBR1_CD8.T.cells_CD4.T.cells",0.578040904198062,0.71259418729817,0.754107981220657,0.764084507042254,0.83422249427167,0.93781991558397,0.618717706992258,0.75,0.757528984454578,"PLA"
"PLA-platelet.free","PLA","NK.cells","B.cells","S100A8","CD68","S100A8_CD68","S100A8_CD68_NK.cells_B.cells",0.852798708288482,0.647470398277718,0.956572769953052,0.955399061032864,0.584348059271885,0.703428753356258,0.699328094720268,0.85,0.757204229354078,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","HMGB1","TLR2","HMGB1_TLR2","HMGB1_TLR2_CD4.T.cells_B.cells",0.758342303552207,0.852529601722282,0.97593896713615,0.984741784037559,0.350957799872082,0.860538019045522,0.763851909111773,0.775,0.756020676042246,"PLA"
"PLA-platelet.free","PLA","B.cells","CD8.T.cells","S100A8","CD69","S100A8_CD69","S100A8_CD69_B.cells_CD8.T.cells",0.999192680301399,0.990312163616792,0.266138497652582,0.158450704225352,0.593296958584781,0.814250035726224,0.920919382442071,1,0.755918899941856,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","APP","LRP1","APP_LRP1","APP_LRP1_CD4.T.cells_B.cells",0.784176533907427,0.703982777179763,0.997652582159624,0.997065727699531,0.319159876059851,0.748657252837081,0.826046703109827,0.9,0.755883773746655,"PLA"
"PLA-platelet.free","PLA","NK.cells","Monocytes","TGFB1","ITGAV","TGFB1_ITGAV","TGFB1_ITGAV_NK.cells_Monocytes",0.547362755651238,0.568353067814855,0.34330985915493,0.382042253521127,0.812436140885924,1.001,1.001,0.8,0.755828351492833,"PLA"
"PLA-platelet.free","PLA","NK.cells","CD8.T.cells","TGFB1","ITGB1","TGFB1_ITGB1","TGFB1_ITGB1_NK.cells_CD8.T.cells",0.547362755651238,0.568353067814855,0.798708920187793,0.912558685446009,0.251899994757558,1.001,0.868476454508291,1,0.755811360635966,"PLA"
"PLA-platelet.free","PLA","B.cells","Monocytes","S100A8","AGER","S100A8_AGER","S100A8_AGER_B.cells_Monocytes",0.999192680301399,0.990312163616792,0.487089201877934,0.488849765258216,0.586890145424746,0.814250035726224,1.001,0.65,0.75581034777969,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","CD4.T.cells","S100A8","ITGB2","S100A8_ITGB2","S100A8_ITGB2_CD4.T.cells_CD4.T.cells",0.994079655543595,0.968783638320775,0.847417840375587,0.95481220657277,0.579804355545549,0.573928294487789,0.522926765388812,0.975,0.755701014304752,"PLA"
"PLA-platelet.free","PLA","Monocytes","NK.cells","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_Monocytes_NK.cells",0.690527448869752,0.727664155005382,0.508802816901408,0.511150234741784,1.001,0.751517294133454,0.58691000361441,0.975,0.755583270917838,"PLA"
"PLA-platelet.free","PLA","B.cells","Monocytes","S100A9","AGER","S100A9_AGER","S100A9_AGER_B.cells_Monocytes",1,0.991926803013993,0.487089201877934,0.488849765258216,0.57047660688332,0.827273905831166,1.001,0.65,0.755447232964926,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","Monocytes","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_CD8.T.cells_Monocytes",0.578040904198062,0.71259418729817,0.964495305164319,0.994718309859155,0.812436140885924,0.93781991558397,0.802449572725013,0.35,0.754604997075793,"PLA"
"PLA-platelet.free","PLA","B.cells","CD4.T.cells","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_B.cells_CD4.T.cells",0.793595263724435,0.782023681377826,0.99618544600939,0.996478873239437,0.83422249427167,0.329061276456805,1.001,0.575,0.753904233817336,"PLA"
"PLA-platelet.free","PLA","B.cells","Monocytes","S100A8","CD68","S100A8_CD68","S100A8_CD68_B.cells_Monocytes",0.999192680301399,0.990312163616792,0.221830985915493,0.11150234741784,0.586890145424746,0.814250035726224,0.960240592462082,1,0.753799977039802,"PLA"
"PLA-platelet.free","PLA","B.cells","NK.cells","PPBP","CXCR1","PPBP_CXCR1","PPBP_CXCR1_B.cells_NK.cells",0.997308934337998,0.986006458557589,0.747065727699531,0.648767605633803,0.522844417000404,1.001,0.859365593960967,0.45,0.753797395679305,"PLA"
"PLA-platelet.free","PLA","B.cells","CD4.T.cells","THBS1","CD47","THBS1_CD47","THBS1_CD47_B.cells_CD4.T.cells",0.982777179763186,0.956942949407966,0.599178403755869,0.677816901408451,0.559575154348031,0.796906087359072,0.856279604899693,0.7,0.753519760629089,"PLA"
"PLA-platelet.free","PLA","NK.cells","CD4.T.cells","TGFB1","TGFBR1","TGFB1_TGFBR1","TGFB1_TGFBR1_NK.cells_CD4.T.cells",0.547362755651238,0.568353067814855,0.754107981220657,0.764084507042254,0.83422249427167,1.001,0.618717706992258,0.75,0.753482392854738,"PLA"
"PLA-platelet.free","PLA","B.cells","Monocytes","S100A9","CD68","S100A9_CD68","S100A9_CD68_B.cells_Monocytes",1,0.991926803013993,0.221830985915493,0.11150234741784,0.57047660688332,0.827273905831166,0.960240592462082,1,0.753436862225039,"PLA"
"PLA-platelet.free","PLA","CD4.T.cells","B.cells","PF4","LDLR","PF4_LDLR","PF4_LDLR_CD4.T.cells_B.cells",0.990581270182992,0.992465016146394,0.954225352112676,0.866784037558685,0.760180505932617,0.890889298449289,0.491984727909331,0.475,0.753347061715268,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","SERPINA1","LRP1","SERPINA1_LRP1","SERPINA1_LRP1_Monocytes_Monocytes",0.335844994617869,0.209095801937567,0.662558685446009,0.776408450704225,0.537979642274817,0.986051400513314,1.001,1,0.752830834856828,"PLA"
"PLA-platelet.free","PLA","NK.cells","B.cells","FCN1","LRP1","FCN1_LRP1","FCN1_LRP1_NK.cells_B.cells",0.643433799784715,0.544133476856835,0.997652582159624,0.997065727699531,0.63359008944218,0.713629330178473,0.826046703109827,0.75,0.752401485996805,"PLA"
"PLA-platelet.free","PLA","Monocytes","NK.cells","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_Monocytes_NK.cells",0.80005382131324,0.928955866523143,0.81631455399061,0.674295774647887,0.513841688252528,1.001,0.662807753982516,0.725,0.752076575078747,"PLA"
"PLA-platelet.free","PLA","B.cells","NK.cells","S100A9","CD36","S100A9_CD36","S100A9_CD36_B.cells_NK.cells",1,0.991926803013993,0.903755868544601,0.808098591549296,0.429233546383061,0.827273905831166,0.702246609100326,0.7,0.751774115478083,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD4.T.cells","S100A8","CD68","S100A8_CD68","S100A8_CD68_Monocytes_CD4.T.cells",0.889128094725511,0.919268030139935,0.963615023474178,0.992957746478873,0.579804355545549,1.001,0.471604532060546,0.575,0.751648889169224,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","Monocytes","TGFB1","ITGAV","TGFB1_ITGAV","TGFB1_ITGAV_NK.cells_Monocytes",0.453175457481163,0.432185145317546,0.657276995305164,0.618544600938967,1.001,0.990118569652768,0.81107919665804,0.625,0.751298144305371,"PLA"
"PLA-platelet.free","PLA","NK.cells","B.cells","VCAN","TLR2","VCAN_TLR2","VCAN_TLR2_NK.cells_B.cells",0.879440258342304,0.751614639397201,0.97593896713615,0.984741784037559,0.587037589417146,0.735937055379124,0.763851909111773,0.625,0.751282396394108,"PLA"
"PLA-platelet.free","PLA","NK.cells","B.cells","S100A9","TLR4","S100A9_TLR4","S100A9_TLR4_NK.cells_B.cells",0.845801937567277,0.63778256189451,0.972417840375587,0.977112676056338,0.477994360807601,0.713339457470615,0.74937292243795,0.85,0.751210708110504,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","HSP90B1","LRP1","HSP90B1_LRP1","HSP90B1_LRP1_B.cells_Monocytes",0.789289558665231,0.634553283100108,0.338028169014085,0.224178403755869,0.54297249624604,1.001,0.966616602353239,1,0.750602300977821,"platelet.free"
"PLA-platelet.free","PLA","NK.cells","Monocytes","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_NK.cells_Monocytes",0.547362755651238,0.568353067814855,0.964495305164319,0.994718309859155,0.812436140885924,1.001,0.802449572725013,0.35,0.750558405475953,"PLA"
"PLA-platelet.free","PLA","CD8.T.cells","CD4.T.cells","CALR","ITGA2B","CALR_ITGA2B","CALR_ITGA2B_CD8.T.cells_CD4.T.cells",0.621367061356297,0.728740581270183,0.998826291079812,0.998826291079812,0.30412282898339,0.848630811597462,1.001,0.675,0.750438958828984,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","TGFB1","TGFBR2","TGFB1_TGFBR2","TGFB1_TGFBR2_Monocytes_Monocytes",0.690527448869752,0.727664155005382,0.400821596244131,0.335093896713615,0.812436140885924,0.751517294133454,0.860774195514942,1,0.75029686315846,"PLA"
