"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode"
"unknown-Singlets","CD4 TCM_2",0,0,0,0,-0.726620208329844,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD4 TCM_3",0,0,0,0,-0.836059099471087,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD4 TEM_3",0,0,0,0,-0.770491136369035,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD8 Naive",0,0,0,0,-0.771802495631076,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD8 TCM_1",0,0,0,0,-0.868843081022113,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD8 TCM_2",0,0,0,0,-0.755708541051482,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD8 TEM_1",0,0,0,0,-0.483374986669069,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD8 TEM_2",0,0,0,0,-0.852033839572314,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD8 TEM_4",0,0,0,0,-1.06042074775847,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","CD8 TEM_6",0,0,0,0,-0.335715933763248,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","Doublet",0,0,0,0,0.853090844516134,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","HSPC",0,0,0,0,0.702284529381415,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","MAIT",0,0,0,0,-0.776571074765771,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","NK_1",0,0,0,0,-0.922990297096571,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","NK_2",0,0,0,0,-0.904190173858037,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","NK_3",0,0,0,0,-0.88755975412579,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","Plasma",0,0,0,0,-0.197024789992613,16,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","Plasmablast",0,0,0,0,-0.500208071014541,5,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","Platelet",0,0,0,0,1.25317463391702,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","Treg Memory",0,0,0,0,-0.766437844104545,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","Treg Naive",0,0,0,0,-0.626956904414726,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","cDC2_2",0,0,0,0,2.33075430387965,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","gdT_2",0,0,0,0,-0.400449395516729,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-Singlets","gdT_4",0,0,0,0,-0.288387785851404,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","CD4 Naive",0,0,0,0,-0.577423288653085,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","CD4 TCM_1",0,0,0,0,-0.683464567160858,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","CD4 TCM_3",0,0,0,0,-0.873373231200073,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","CD8 Naive",0,0,0,0,-0.753324251484135,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","CD8 TCM_1",0,0,0,0,-0.72590492145964,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","CD8 TCM_2",0,0,0,0,-0.937391406083349,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","CD8 TEM_1",0,0,0,0,-0.869916011327419,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","Doublet",0,0,0,0,-0.597562020177286,7,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","MAIT",0,0,0,0,-0.61455859866452,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells","gdT_2",0,0,0,0,-0.671304690367386,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells-nonMonocytes","NK_1",0,0,0,0,-0.825091367461289,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells-nonMonocytes","NK_3",0,0,0,0,-0.842019823389455,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells-nonMonocytes","NK_4",0,0,0,0,-0.851258945462926,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells-nonMonocytes","NK_CD56bright",0,0,0,0,-0.499333443817153,41,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells-nonMonocytes","Platelet",0,0,0,0,1.26521529623212,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonBcells-nonMonocytes","cDC2_2",0,0,0,0,2.05644178915634,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","ASDC_mDC",0,0,0,0,2.32619009242215,7,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","ASDC_pDC",0,0,0,0,3.60849508302108,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","B intermediate kappa",0,0,0,0,0.698588880552027,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","B memory kappa",0,0,0,0,0.710748757345498,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","B memory lambda",0,0,0,0,0.252130659066238,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","B naive kappa",0,0,0,0,0.6826141404508,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD14 Mono",0,0,0,0,0.524096191341314,850,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD16 Mono",0,0,0,0,0.521125171406726,46,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 CTL",0,0,0,0,-0.647938652607382,12,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 Naive",0,0,0,0,-0.498082741786314,72,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 Proliferating",0,0,0,0,-0.565501840816348,4,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 TCM_1",0,0,0,0,-0.602881503485306,161,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 TCM_2",0,0,0,0,-0.759308818298176,10,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 TCM_3",0,0,0,0,-0.573296178151989,151,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 TEM_1",0,0,0,0,-0.513289548714248,49,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 TEM_2",0,0,0,0,-0.573106021472209,7,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD4 TEM_3",0,0,0,0,-0.569133771562471,29,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 Naive",0,0,0,0,-0.660543167185035,37,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 Naive_2",0,0,0,0,-0.76969637317992,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 Proliferating",0,0,0,0,-0.73949537199352,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TCM_1",0,0,0,0,-0.530218329035553,15,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TCM_2",0,0,0,0,-0.603629680670934,43,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TCM_3",0,0,0,0,-0.540927401752893,11,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TEM_1",0,0,0,0,-0.465589700331304,63,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TEM_2",0,0,0,0,-0.604186939046559,36,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TEM_3",0,0,0,0,-0.442909618895239,12,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TEM_4",0,0,0,0,-0.835022210752264,43,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TEM_5",0,0,0,0,-0.743802988478528,15,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","CD8 TEM_6",0,0,0,0,-0.557304884021508,31,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","Doublet",0,0,0,0,0.83536194851893,14,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","Eryth",0,0,0,0,0.0197419025687839,3,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","HSPC",0,0,0,0,-0.247400082048283,162,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","ILC",0,0,0,0,-0.576449703746418,24,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","MAIT",0,0,0,0,-0.456730550753963,40,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","NK Proliferating",0,0,0,0,-0.801110433970759,19,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","NK_1",0,0,0,0,-0.792312901170829,281,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","NK_2",0,0,0,0,-0.776258588330051,132,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","NK_3",0,0,0,0,-0.64991111034037,66,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","NK_4",0,0,0,0,-0.722090058151884,56,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","NK_CD56bright",0,0,0,0,-0.609674778867403,60,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","Plasma",0,0,0,0,0.0480884563139133,9,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","Platelet",0,0,0,0,2.28931154803788,1304,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","Treg Memory",0,0,0,0,-0.600888671811728,21,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","Treg Naive",0,0,0,0,-0.553838691016074,6,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","cDC1",0,0,0,0,2.43497330393238,56,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","cDC2_1",0,0,0,0,1.68891348688961,24,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","cDC2_2",0,0,0,0,2.04007864059333,93,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","dnT_2",0,0,0,0,-0.265737034961604,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","gdT_2",0,0,0,0,-0.902342349443343,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","gdT_3",0,0,0,0,-0.643343476350313,11,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","gdT_4",0,0,0,0,-0.80923584183843,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-nonTcell-nonNKcell","pDC",0,0,0,0,4.79950352443287,47,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","CD4 Naive",0,0,0,0,-0.514895294749401,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","CD4 TCM_1",0,0,0,0,-0.588331413423699,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","CD4 TCM_3",0,0,0,0,-0.568780238971451,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","CD4 TEM_3",0,0,0,0,-0.534684898158384,2,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","CD8 TEM_6",0,0,0,0,-0.993660639872746,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","MAIT",0,0,0,0,-0.218051243614657,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","NK_4",0,0,0,0,-0.609074732659621,1,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","NK_CD56bright",0,0,0,0,-0.428761131065002,35,0,0,"vaccine","AUCell","gmm_dist_dual"
"unknown-noncDCs","Treg Naive",0,0,0,0,-0.509888286657971,2,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"B memory kappa",0,0,0,0,1.11858148784026,1,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"B naive kappa",0,0,0,0,1.56793066042646,8,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"B naive lambda",0,0,0,0,0.780727656147142,1,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"CD14 Mono",0,0,0,0,0.91393221900826,247,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"CD16 Mono",0,0,0,0,0.724982966062562,35,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"CD4 Naive",0,0,0,0,-0.801010042831081,1,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"CD4 TCM_1",0,0,0,0,-0.818176927715982,2,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"CD4 TCM_3",0,0,0,0,-0.890182472649872,1,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"CD4 TEM_3",0,0,0,0,-0.780743581508629,1,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"CD8 TCM_1",0,0,0,0,-0.527770458413076,1,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"Doublet",0,0,0,0,1.13083984615934,46,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"NK_2",0,0,0,0,0.0235567658765396,3,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"Plasma",0,0,0,0,-0.609074732659621,1,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"Platelet",0,0,0,0,2.1184673791869,14,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"cDC2_1",0,0,0,0,1.6364491818681,2,0,0,"vaccine","AUCell","gmm_dist_dual"
NA,"pDC",0,0,0,0,3.42848122068636,1,0,0,"vaccine","AUCell","gmm_dist_dual"
