"CCI","ER_CELLTYPES","LRI","NCELLS_EMITTER_platelet-free","NCELLS_EMITTER_PLA","NCELLS_RECEIVER_platelet-free","NCELLS_RECEIVER_PLA","CCI_SCORE_platelet-free","CCI_SCORE_PLA","P_VALUE_platelet-free","BH_P_VALUE_platelet-free","P_VALUE_PLA","BH_P_VALUE_PLA","LOGFC","P_VALUE_DE","BH_P_VALUE_DE","IS_CCI_DETECTED_platelet-free","IS_CCI_DETECTED_PLA","REGULATION","neg_log10_padj"
"B cells_DCs_TNFSF13B:HLA-DPB1","B cells_DCs","TNFSF13B:HLA-DPB1",20788,488,3440,2298,0.580095822025586,3.36482035614067,1,1,0,0,1.75793655437919,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_DCs_YBX1:NOTCH1","B cells_DCs","YBX1:NOTCH1",20788,488,3440,2298,1.56751288925148,1.41543245448918,0,0,0.063,0.11229802513465,-0.10205511034952,0.019,0.0251763584366063,TRUE,FALSE,"FLAT",1.59900708698663
"B cells_Monocytes_ADAM10:CD44","B cells_Monocytes","ADAM10:CD44",20788,488,3479,20992,1.67249950212326,1.92563893457741,0,0,0.414,0.685397808480229,0.140938611398591,0.005,0.00697931311508335,TRUE,FALSE,"FLAT",2.15618731734933
"B cells_Monocytes_ADAM10:IL6R","B cells_Monocytes","ADAM10:IL6R",20788,488,3479,20992,0.748221412545271,0.872835001511834,0,0,0.014,0.0258501594048884,0.154047596021985,0.002,0.00288381742738589,TRUE,TRUE,"FLAT",2.54003223798475
"B cells_Monocytes_ADAM10:NOTCH2","B cells_Monocytes","ADAM10:NOTCH2",20788,488,3479,20992,0.976918514562601,1.07685597510527,0,0,0.002,0.00382814651611126,0.0973976955222912,0.049,0.0620875113947129,TRUE,TRUE,"FLAT",1.2069957472921
"B cells_Monocytes_ADAM10:TSPAN14","B cells_Monocytes","ADAM10:TSPAN14",20788,488,3479,20992,0.896739291230378,0.915085811567824,0,0,0.983,1,0.020252669427224,0.67,0.705530303030303,TRUE,FALSE,"FLAT",0.151484328250928
"B cells_Monocytes_ADAM28:ITGA4","B cells_Monocytes","ADAM28:ITGA4",20788,488,3479,20992,1.71363071078106,0.9770669592508,0,0,0,0,-0.561814436060683,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_ANXA2:TLR2","B cells_Monocytes","ANXA2:TLR2",20788,488,3479,20992,1.36565192753089,2.21614401675817,0,0,0,0,0.484136839077281,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_APP:APLP2","B cells_Monocytes","APP:APLP2",20788,488,3479,20992,1.37370111192081,2.30861926863841,0,0,0,0,0.519140987840551,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_APP:CD74","B cells_Monocytes","APP:CD74",20788,488,3479,20992,4.01128576931486,5.51554325946341,0.09,0.146144859813084,0,0,0.318458322998687,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_APP:FPR2","B cells_Monocytes","APP:FPR2",20788,488,3479,20992,0.479977869240418,0.732368252332886,0,0,0,0,0.422543467328115,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_APP:LRP1","B cells_Monocytes","APP:LRP1",20788,488,3479,20992,1.13808921746461,1.88902840079843,0,0,0,0,0.506711892132573,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_APP:LRP10","B cells_Monocytes","APP:LRP10",20788,488,3479,20992,0.501872498930784,0.784387401140769,1,1,0,0,0.446556931176359,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_APP:NOTCH2","B cells_Monocytes","APP:NOTCH2",20788,488,3479,20992,0.7488893673588,1.16577456290927,0,0,0,0,0.44254974046772,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_APP:SORL1","B cells_Monocytes","APP:SORL1",20788,488,3479,20992,0.680647096175788,1.18333010861448,0,0,0,0,0.553043910985425,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_ARF1:INSR","B cells_Monocytes","ARF1:INSR",20788,488,3479,20992,0.648217165481291,0.816816493429973,0,0,0,0,0.231188687262823,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_B2M:LILRB1","B cells_Monocytes","B2M:LILRB1",20788,488,3479,20992,14.9559627972551,12.2282171497062,0,0,0.063,0.11229802513465,-0.201363907361997,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_B2M:LILRB2","B cells_Monocytes","B2M:LILRB2",20788,488,3479,20992,20.1505940684343,16.8673841319108,0,0,0,0,-0.177851946076841,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_BST2:LILRB3","B cells_Monocytes","BST2:LILRB3",20788,488,3479,20992,1.73632544054529,1.75006029695239,0,0,0,0,0.00787917832267083,0.811,0.834905939860761,TRUE,TRUE,"FLAT",0.0783624491875503
"B cells_Monocytes_BTLA:TNFRSF14","B cells_Monocytes","BTLA:TNFRSF14",20788,488,3479,20992,1.2244001860922,0.720332251552651,0,0,0,0,-0.530493792997938,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_CALR:LRP1","B cells_Monocytes","CALR:LRP1",20788,488,3479,20992,3.05515389614933,3.08790947804975,0,0,0,0,0.0106643511034012,0.761,0.789631233203941,TRUE,TRUE,"FLAT",0.102575681843161
"B cells_Monocytes_CD14:TLR4","B cells_Monocytes","CD14:TLR4",20788,488,3479,20992,0.311614667332656,1.99550060754445,0.293,0.470941258094357,0,0,1.85688284502815,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_CD14:TLR6","B cells_Monocytes","CD14:TLR6",20788,488,3479,20992,0.163540621294982,1.02083221556218,0.998,1,0,0,1.83131206345828,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_CD1D:LILRB2","B cells_Monocytes","CD1D:LILRB2",20788,488,3479,20992,1.14407336368944,1.19698867729721,0,0,0.002,0.00382814651611126,0.0452139472967648,0.548,0.588564364085922,FALSE,TRUE,"FLAT",0.230206036747724
"B cells_Monocytes_CD1D:LILRB3","B cells_Monocytes","CD1D:LILRB3",20788,488,3479,20992,0.657429051126899,0.799641710969296,0,0,0,0,0.195826914861522,0.012,0.0161910308677927,FALSE,TRUE,"FLAT",1.79072549924284
"B cells_Monocytes_CD24:SIGLEC10","B cells_Monocytes","CD24:SIGLEC10",20788,488,3479,20992,1.37190976442524,0.715445770380841,0,0,0,0,-0.651053233248845,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_CD36:TLR4","B cells_Monocytes","CD36:TLR4",20788,488,3479,20992,0.226867927253089,1.25596475418612,0,0,0,0,1.71129125478953,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_CD47:SIRPB1_TYROBP","B cells_Monocytes","CD47:SIRPB1_TYROBP",20788,488,3479,20992,1.19305035853709,0.933391274852471,0,0,0,0,-0.245444147122052,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_CD55:ADGRE2","B cells_Monocytes","CD55:ADGRE2",20788,488,3479,20992,1.3812232552123,1.12544879555757,0,0,0,0,-0.204787637864525,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_CD55:ADGRE5","B cells_Monocytes","CD55:ADGRE5",20788,488,3479,20992,2.29087643668002,1.93261558855925,0,0,0,0,-0.170060155129286,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_CD55:CR1","B cells_Monocytes","CD55:CR1",20788,488,3479,20992,1.04566492669694,1.11999658415254,0,0,0,0,0.0686726588807543,0.091,0.111405672009864,TRUE,TRUE,"FLAT",0.953092697314205
"B cells_Monocytes_CD72:SEMA4D","B cells_Monocytes","CD72:SEMA4D",20788,488,3479,20992,1.07987258770779,0.818645906759004,0,0,0,0,-0.276946696730101,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_CD99:PILRA","B cells_Monocytes","CD99:PILRA",20788,488,3479,20992,2.49425079843442,3.29343283243709,0,0,0,0,0.277942031992304,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_CIRBP:TREM1","B cells_Monocytes","CIRBP:TREM1",20788,488,3479,20992,1.75739538516172,1.36245940719738,0,0,0,0,-0.254541363900926,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_F13A1:ITGA4","B cells_Monocytes","F13A1:ITGA4",20788,488,3479,20992,0.340299455965004,2.10209901349747,1,1,0,0,1.82086567193741,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_F13A1:ITGB1","B cells_Monocytes","F13A1:ITGB1",20788,488,3479,20992,0.293597502500215,2.19989849268913,1,1,0,0,2.01395670836166,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_FAM3C:HLA-C","B cells_Monocytes","FAM3C:HLA-C",20788,488,3479,20992,4.50257935190181,3.06102508197336,0,0,0,0,-0.385900567902307,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_FAM3C:LAMP1","B cells_Monocytes","FAM3C:LAMP1",20788,488,3479,20992,0.952193168290261,0.655365545258823,0,0,0,0,-0.373574757747565,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_GRN:SORT1","B cells_Monocytes","GRN:SORT1",20788,488,3479,20992,0.79746274550414,1.54267419051778,0,0,0,0,0.65983755733938,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_GRN:TNFRSF1A","B cells_Monocytes","GRN:TNFRSF1A",20788,488,3479,20992,1.40736302702597,2.62097340558165,0,0,0.062,0.110572235052605,0.621828017825259,0,0,TRUE,FALSE,"UP",307.652655568589
"B cells_Monocytes_GRN:TNFRSF1B","B cells_Monocytes","GRN:TNFRSF1B",20788,488,3479,20992,2.51793771258855,4.15410399659424,0,0,0.009,0.016796455424275,0.50065656197344,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_HLA-A:APLP2","B cells_Monocytes","HLA-A:APLP2",20788,488,3479,20992,8.51027078455597,9.20101174699695,0,0,0,0,0.0780396888572861,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-A:LILRA1","B cells_Monocytes","HLA-A:LILRA1",20788,488,3479,20992,4.66595638790567,4.28272652114658,0,0,0,0,-0.0857029823490921,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-A:LILRB1","B cells_Monocytes","HLA-A:LILRB1",20788,488,3479,20992,6.58541415710139,5.56450051693513,0,0,0.398,0.660167064439141,-0.16845000090432,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-A:LILRB2","B cells_Monocytes","HLA-A:LILRB2",20788,488,3479,20992,8.8727158024641,7.6755725362316,0,0,0,0,-0.144938039619163,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-B:LILRA1","B cells_Monocytes","HLA-B:LILRA1",20788,488,3479,20992,7.85238282564843,6.7378666105643,0,0,0,0,-0.153073682205961,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-B:LILRB1","B cells_Monocytes","HLA-B:LILRB1",20788,488,3479,20992,11.0826567434368,8.7544376350903,0,0,0,0,-0.235820700761189,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-B:LILRB2","B cells_Monocytes","HLA-B:LILRB2",20788,488,3479,20992,14.931978653877,12.075714770364,0,0,0,0,-0.212308739476032,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-C:LILRA1","B cells_Monocytes","HLA-C:LILRA1",20788,488,3479,20992,5.29602114959144,4.73906011224875,0,0,0,0,-0.111116984639552,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-C:LILRB1","B cells_Monocytes","HLA-C:LILRB1",20788,488,3479,20992,7.47467180474061,6.15740984491694,0,0,0.591,0.954998837479656,-0.19386400319478,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-C:LILRB2","B cells_Monocytes","HLA-C:LILRB2",20788,488,3479,20992,10.0708379242387,8.49342106378269,0,0,0,0,-0.170352041909624,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-DMA:CD4","B cells_Monocytes","HLA-DMA:CD4",20788,488,3479,20992,2.88637718186528,1.79562246564305,0,0,0,0,-0.474650406115187,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-DMB:CD4","B cells_Monocytes","HLA-DMB:CD4",20788,488,3479,20992,1.95257822112315,1.26178403943516,0,0,0,0,-0.436624040134459,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-DOA:CD4","B cells_Monocytes","HLA-DOA:CD4",20788,488,3479,20992,1.08986041235294,0.609934205300871,0,0,0,0,-0.580453813773495,0,0,TRUE,FALSE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-DOB:CD4","B cells_Monocytes","HLA-DOB:CD4",20788,488,3479,20992,1.37739723569235,0.749641197056255,0,0,0,0,-0.608356248072287,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-DQA1:CD4","B cells_Monocytes","HLA-DQA1:CD4",20788,488,3479,20992,3.54909163153982,2.14549613645913,0,0,0,0,-0.503320867622337,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-DQB1:CD4","B cells_Monocytes","HLA-DQB1:CD4",20788,488,3479,20992,4.15719906362152,2.43746485828745,0,0,0,0,-0.533883038816422,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-DRA:CD4","B cells_Monocytes","HLA-DRA:CD4",20788,488,3479,20992,8.44033857442163,5.05743876060095,0,0,0,0,-0.512162241900166,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-DRB5:CD4","B cells_Monocytes","HLA-DRB5:CD4",20788,488,3479,20992,4.41827364130898,2.8348281511707,0,0,0,0,-0.443767722433,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_HLA-F:LILRB1","B cells_Monocytes","HLA-F:LILRB1",20788,488,3479,20992,2.17785602602253,1.6862355483007,0,0,0.63,1,-0.255842360386477,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_HLA-F:LILRB2","B cells_Monocytes","HLA-F:LILRB2",20788,488,3479,20992,2.93428736850883,2.32596317041643,0,0,0.035,0.0634124087591241,-0.232330399101321,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_HMGB1:CD163","B cells_Monocytes","HMGB1:CD163",20788,488,3479,20992,3.21524417676629,3.07790601396821,0,0,0,0,-0.0436538038557191,0.108,0.13069824133728,TRUE,TRUE,"FLAT",0.883730256204103
"B cells_Monocytes_HMGB1:HAVCR2","B cells_Monocytes","HMGB1:HAVCR2",20788,488,3479,20992,1.25022806396386,1.07684361978165,0,0,0,0,-0.149291798042708,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HMGB1:TLR2","B cells_Monocytes","HMGB1:TLR2",20788,488,3479,20992,2.58209239396984,2.32299480497848,0,0,0,0,-0.10574285821682,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_HMGB1:TLR4","B cells_Monocytes","HMGB1:TLR4",20788,488,3479,20992,2.237718871024,2.1607534537293,0,0,0,0,-0.0350000037918479,0.182,0.212516801075269,TRUE,TRUE,"FLAT",0.672606729962634
"B cells_Monocytes_HSPA4:TLR4","B cells_Monocytes","HSPA4:TLR4",20788,488,3479,20992,0.87489775964627,0.706296254701964,0,0,0,0,-0.214072259712662,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_ICAM2:ITGAM_ITGB2","B cells_Monocytes","ICAM2:ITGAM_ITGB2",20788,488,3479,20992,1.40849779968082,1.39325502067755,0,0,0,0,-0.0108809951274881,0.8,0.825170673790442,TRUE,TRUE,"FLAT",0.0834562150630439
"B cells_Monocytes_ICAM2:ITGB2","B cells_Monocytes","ICAM2:ITGB2",20788,488,3479,20992,3.87037944318998,3.65363835775892,0,0,0.001,0.00193216569363358,-0.0576290681174914,0.183,0.213612697346322,TRUE,TRUE,"FLAT",0.670372935990163
"B cells_Monocytes_ICAM2:ITGB2_ITGAL","B cells_Monocytes","ICAM2:ITGB2_ITGAL",20788,488,3479,20992,1.15381676091944,0.973550733491339,0.021,0.0344465423648808,0.534,0.871401737497065,-0.169880710447899,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_ICAM3:ITGB2_ITGAL","B cells_Monocytes","ICAM3:ITGB2_ITGAL",20788,488,3479,20992,1.64213132191114,1.34051557723384,0.023,0.0377093654163718,1,1,-0.202940685543899,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_IL16:CD4","B cells_Monocytes","IL16:CD4",20788,488,3479,20992,1.59537457109468,1.03763759977133,0,0,0.001,0.00193216569363358,-0.430161958863484,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_ITGB1_ITGA4:PLAUR","B cells_Monocytes","ITGB1_ITGA4:PLAUR",20788,488,3479,20992,1.22638593942201,1.28378403484554,0,0,0,0,0.0457404103705816,0.418,0.457640201638311,TRUE,TRUE,"FLAT",0.339475831717661
"B cells_Monocytes_LAIR1:LILRB3","B cells_Monocytes","LAIR1:LILRB3",20788,488,3479,20992,1.13777024614119,1.04267956758478,0,0,0,0,-0.0872765157090478,0.113,0.136274509803922,TRUE,TRUE,"FLAT",0.865585371507822
"B cells_Monocytes_LAIR1:LILRB4","B cells_Monocytes","LAIR1:LILRB4",20788,488,3479,20992,0.811429750091605,0.740399534429991,0,0,0,0,-0.0916078633461315,0.103,0.124995634712764,TRUE,TRUE,"FLAT",0.903105153818043
"B cells_Monocytes_LGALS1:LGALS1","B cells_Monocytes","LGALS1:LGALS1",20788,488,3479,20992,5.54964687021222,16.5294140579467,1,1,0,0,1.09140716526924,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_LGALS9:CD44","B cells_Monocytes","LGALS9:CD44",20788,488,3479,20992,1.51637705233935,2.12042463802225,0,0,0.723,1,0.335292398021164,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_LGALS9:LRP1","B cells_Monocytes","LGALS9:LRP1",20788,488,3479,20992,1.34604069756033,1.92145190446028,0,0,0,0,0.355913633809717,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_LGALS9:SORL1","B cells_Monocytes","LGALS9:SORL1",20788,488,3479,20992,0.805014824909681,1.20364092453108,0,0,0.826,1,0.402245652662569,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_LRPAP1:LRP1","B cells_Monocytes","LRPAP1:LRP1",20788,488,3479,20992,1.62111106151039,1.94475968463524,0,0,0,0,0.182026659377611,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_LRPAP1:SORL1","B cells_Monocytes","LRPAP1:SORL1",20788,488,3479,20992,0.969523759353085,1.21824144511316,0,0,0.034,0.0616327595200835,0.228358678230463,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_LRPAP1:SORT1","B cells_Monocytes","LRPAP1:SORT1",20788,488,3479,20992,0.633187318637413,0.759549442589939,0,0,0,0,0.181959118398662,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_LTB:LTBR","B cells_Monocytes","LTB:LTBR",20788,488,3479,20992,4.92963797730027,3.20627386984242,0,0,0,0,-0.430156078067609,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_LTB:TNFRSF1A","B cells_Monocytes","LTB:TNFRSF1A",20788,488,3479,20992,5.69117568365603,3.72301406968787,0,0,0,0,-0.424383275571424,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_Monocytes_MFNG:NOTCH2","B cells_Monocytes","MFNG:NOTCH2",20788,488,3479,20992,0.934489518256319,0.935326462972602,0,0,0.005,0.00942245119305857,0.000895216193016554,0.989,0.989997119400835,TRUE,TRUE,"FLAT",0.00436606906926003
"B cells_Monocytes_MIF:CD74_CD44","B cells_Monocytes","MIF:CD74_CD44",20788,488,3479,20992,4.74481883365545,4.42920366853858,0,0,0,0,-0.0688334417563705,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_PECAM1:PECAM1","B cells_Monocytes","PECAM1:PECAM1",20788,488,3479,20992,0.988661292945668,2.18175146115941,0,0,0,0,0.791531457068498,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_PF4:LDLR","B cells_Monocytes","PF4:LDLR",20788,488,3479,20992,0.121008271052145,1.1209842720617,1,1,0,0,2.22610349363527,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_PF4:LRP1","B cells_Monocytes","PF4:LRP1",20788,488,3479,20992,0.492194156193847,4.67264241218659,0,0,0,0,2.25060675260583,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_PSAP:LRP1","B cells_Monocytes","PSAP:LRP1",20788,488,3479,20992,2.68530783146879,5.90217421081775,0,0,0,0,0.787525423355611,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_PSAP:SORT1","B cells_Monocytes","PSAP:SORT1",20788,488,3479,20992,1.04885032610881,2.30516560339751,0,0,0,0,0.787457882376663,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_Monocytes_PTPN6:CD300LF","B cells_Monocytes","PTPN6:CD300LF",20788,488,3479,20992,1.64451458572554,1.33170193804558,0,0,0,0,-0.210987479164112,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_PTPN6:CLEC12A","B cells_Monocytes","PTPN6:CLEC12A",20788,488,3479,20992,3.4406423121969,2.99761543096713,0,0,0,0,-0.137841056359418,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_RETN:TLR4","B cells_Monocytes","RETN:TLR4",20788,488,3479,20992,0.227191150889154,1.55742461045899,0.386,0.618133640552995,0.018,0.0330515191545575,1.92499710775318,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_RNASE2:TLR2","B cells_Monocytes","RNASE2:TLR2",20788,488,3479,20992,0.172733572932596,0.887349620831439,0,0,0,0,1.63648869911219,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_RPS19:C5AR1","B cells_Monocytes","RPS19:C5AR1",20788,488,3479,20992,13.4673108039739,9.43983307178457,0,0,0,0,-0.355327030205952,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_RPS27A:LDLR","B cells_Monocytes","RPS27A:LDLR",20788,488,3479,20992,3.4275182353454,2.72022701010869,0,0,0,0,-0.231121116321052,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_RPS27A:TGFBR2","B cells_Monocytes","RPS27A:TGFBR2",20788,488,3479,20992,7.7825960786984,5.88924616997578,0,0,0.801,1,-0.278761963988684,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_RPS27A:TLR4","B cells_Monocytes","RPS27A:TLR4",20788,488,3479,20992,7.24355286224599,5.9168342680055,0,0,0,0,-0.202310259021189,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_S100A12:CD36","B cells_Monocytes","S100A12:CD36",20788,488,3479,20992,1.12944667233249,7.1857039853872,0.401,0.641710798986875,0.005,0.00942245119305857,1.85036565230996,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_S100A12:TLR4","B cells_Monocytes","S100A12:TLR4",20788,488,3479,20992,0.649769722633085,4.01626651993829,0.091,0.147699673049977,0.007,0.0131379962192817,1.82148999644796,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_S100A8:CD36","B cells_Monocytes","S100A8:CD36",20788,488,3479,20992,3.37098392456856,22.3082085144867,0.498,0.794194584671868,0,0,1.88975003805791,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_S100A8:CD68","B cells_Monocytes","S100A8:CD68",20788,488,3479,20992,3.52381470292991,18.8966169474968,0.552,0.878095674067292,0.002,0.00382814651611126,1.67943878332665,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_S100A8:TLR4","B cells_Monocytes","S100A8:TLR4",20788,488,3479,20992,1.93932422249211,12.4686058817252,0.131,0.212176648799814,0,0,1.86087438219591,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_S100A9:CD36","B cells_Monocytes","S100A9:CD36",20788,488,3479,20992,3.16036713830582,21.4915559780182,0.663,1,0,0,1.9169719089223,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_S100A9:CD68","B cells_Monocytes","S100A9:CD68",20788,488,3479,20992,3.30364915342747,18.2048549823518,0.723,1,0,0,1.70666065419103,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_S100A9:TLR4","B cells_Monocytes","S100A9:TLR4",20788,488,3479,20992,1.81815656212866,12.0121587128311,0.2,0.322430990489446,0,0,1.88809625306029,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_SEMA4A:LILRB2","B cells_Monocytes","SEMA4A:LILRB2",20788,488,3479,20992,0.709492934129115,1.04374135422146,0,0,0.008,0.0149905634942033,0.386016455143781,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_SIGLEC10:CD52","B cells_Monocytes","SIGLEC10:CD52",20788,488,3479,20992,1.95638781533033,1.40023484010111,0,0,0.997,1,-0.334459856072786,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_SYK:FCGR2A","B cells_Monocytes","SYK:FCGR2A",20788,488,3479,20992,1.93277372499496,1.71588088863011,0,0,0,0,-0.119029547959549,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_Monocytes_TGFB1:ENG","B cells_Monocytes","TGFB1:ENG",20788,488,3479,20992,0.735410264419969,0.949585319716263,0.025,0.0409691110587126,0,0,0.255596857365445,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_Monocytes_TGS1:RXRA","B cells_Monocytes","TGS1:RXRA",20788,488,3479,20992,0.77542406417809,0.560705650040816,0,0,0.099,0.173487140695915,-0.324213979448315,0.001,0.00147183396865735,TRUE,FALSE,"FLAT",2.83214117815259
"B cells_Monocytes_THBS1:CD36","B cells_Monocytes","THBS1:CD36",20788,488,3479,20992,0.213214850633149,1.69042935356168,0,0,0,0,2.07043748526882,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_THBS1:ITGA4","B cells_Monocytes","THBS1:ITGA4",20788,488,3479,20992,0.176059212313839,1.1207962080048,1,1,0.002,0.00382814651611126,1.8509742396653,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_THBS1:LRP1","B cells_Monocytes","THBS1:LRP1",20788,488,3479,20992,0.23608083264624,1.8106270281706,0,0,0,0,2.03725423107752,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_THBS1:PTPRJ","B cells_Monocytes","THBS1:PTPRJ",20788,488,3479,20992,0.127124532988016,0.913310798798541,1,1,0,0,1.97190905684326,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_TIMP1:CD63","B cells_Monocytes","TIMP1:CD63",20788,488,3479,20992,1.07347936253404,4.32493472672549,1,1,0.014,0.0258501594048884,1.39349193449905,0,0,FALSE,TRUE,"UP",307.652655568589
